uuid,snomed_id,root_snomed_id,root_snomed_name,name,triage_level,relevance_male,relevance_female,relation1_type,child1_name,grouping1_selection_type,relation2_type,child2_name,grouping2_selection_type,relation3_type,child3_name,grouping3_selection_type
4722fc04-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <lasts> less than 1 hour,worrisome,,,duration_lasts,less than 1 hour,s,,,,,,
47230fd2-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <lasts> 1 hour to 8 hour,emergency,,,duration_lasts,1 hour to 8 hour,s,,,,,,
472323fa-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <lasts> more than 8 hour,emergency,,,duration_lasts,more than 8 hour,s,,,,,,
47233854-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <since> less than 1 week,emergency,,,duration_since,less than 1 week,s,,,,,,
47234c86-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
47236248-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <since> more than 1 month,worrisome,,,duration_since,more than 1 month,s,,,,,,
47237666-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <pain> burning pain,worrisome,,,pain_type,burning pain,m,,,,,,
47238a5c-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <pain> sharp or stabbing pain,emergency,,,pain_type,sharp or stabbing pain,m,,,,,,
47239e2a-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <pain> squeezing pain,emergency,,,pain_type,squeezing pain,m,,,,,,
4723b27a-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <char> pressure in chest,worrisome,,,characteristic,pressure in chest,m,,,,,,
4723c652-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <char> tenderness,worrisome,,,characteristic,tenderness,m,,,,,,
4723da48-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <loc> retrosternal,emergency,,,location,retrosternal,m,,,,,,
4723ee52-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <loc> substernal,emergency,,,location,substernal,m,,,,,,
472402de-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <loc> diffused,emergency,,,location,diffused,m,,,,,,
47241774-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> exertion or exercise,worrisome,,,aggravated,exertion or exercise,m,,,,,,
47242d0e-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> by stress,worrisome,,,aggravated,by stress,m,,,,,,
47244208-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> on food intake,opd_managed,,,aggravated,on food intake,m,,,,,,
47245608-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> on bending forward,worrisome,,,aggravated,on bending forward,m,,,,,,
47247e3a-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> while lying supine,worrisome,,,aggravated,while lying supine,m,,,,,,
472492c6-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> by deep respiration,worrisome,,,aggravated,by deep respiration,m,,,,,,
4724a6ee-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <agg by> by cough or movement,worrisome,,,aggravated,by cough or movement,m,,,,,,
4724baee-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <rel by> on bending forward,opd_managed,,,relieved,on bending forward,m,,,,,,
4724d06a-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <rel by> by antacid,opd_managed,,,relieved,by antacid,m,,,,,,
4724e6a4-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <rel by> when lying supine,worrisome,,,relieved,when lying supine,m,,,,,,
4724fb62-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <rel by> at rest,worrisome,,,relieved,at rest,m,,,,,,
47251016-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <rel by> sublingual nitrates,worrisome,,,relieved,sublingual nitrates,m,,,,,,
472524ac-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <severity> mild,worrisome,,,severity,mild,s,,,,,,
472538ca-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <severity> moderate,emergency,,,severity,moderate,s,,,,,,
47254cfc-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <severity> severe,emergency,,,severity,severe,s,,,,,,
472555c7-b37e-4c32-910a-3913adc043f0,,105597003,Vision loss,Vision loss <laterality> left,worrisome,,,laterality,left,s,,,,,,
4725612e-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <onset> sudden onset,emergency,,,onset,sudden onset,s,,,,,,
47257524-a65c-11eb-8d02-1e003a340630,,29857009,Chest pain,Chest pain <onset> gradual onset,worrisome,,,onset,gradual onset,s,,,,,,
47258974-a65c-11eb-8d02-1e003a340630,386661006,386661006,Fever,Fever,opd_managed,,,,,,,,,,,
47259d92-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
4725b232-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <since> 1 day to 4 day,opd_managed,,,duration_since,1 day to 4 day,s,,,,,,
4725c6a0-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <since> more than 4 day,worrisome,,,duration_since,more than 4 day,s,,,,,,
4725db18-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <onset> gradual onset,opd_managed,,,onset,gradual onset,s,,,,,,
4725efa4-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
472603f4-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <char> with chills or rigors,worrisome,,,characteristic,with chills or rigors,m,,,,,,
4726183a-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <char> with sweating,worrisome,,,characteristic,with sweating,m,,,,,,
47262c76-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <char> remittent,opd_managed,,,characteristic,remittent,m,,,,,,
4726417a-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <severity> mild (98 < x < 100),opd_managed,,,severity,mild (98 < x < 100),s,,,,,,
472655de-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <severity> moderate (100 < x < 104),opd_managed,,,severity,moderate (100 < x < 104),s,,,,,,
47266a7e-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <severity> severe (104 < x),worrisome,,,severity,severe (104 < x),s,,,,,,
47267f14-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <agg by> in the evening,opd_managed,,,aggravated,in the evening,m,,,,,,
472693a0-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <agg by> at night,opd_managed,,,aggravated,at night,m,,,,,,
4726a78c-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <rel by> by medication,opd_managed,,,relieved,by medication,m,,,,,,
4726bb8c-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <pattern> periodic,opd_managed,,,temporal_pattern,periodic,s,,,,,,
4726cf82-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <pattern> intermittent,opd_managed,,,temporal_pattern,intermittent,s,,,,,,
4726e382-a65c-11eb-8d02-1e003a340630,,386661006,Fever,Fever <pattern> continuous,opd_managed,,,temporal_pattern,continuous,s,,,,,,
4726f7fa-a65c-11eb-8d02-1e003a340630,161891005,161891005,Back pain,Back pain,worrisome,,,,,,,,,,,
47270c4a-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <since> less than 1 week,worrisome,,,duration_since,less than 1 week,s,,,,,,
47272054-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <since> 1 week to 3 week,opd_managed,,,duration_since,1 week to 3 week,s,,,,,,
472734b8-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <since> more than 3 week,opd_managed,,,duration_since,more than 3 week,s,,,,,,
47274a5c-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <lasts> less than 1 hour,opd_managed,,,duration_lasts,less than 1 hour,s,,,,,,
47275ec0-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <lasts> more than 1 hour,opd_managed,,,duration_lasts,more than 1 hour,s,,,,,,
472772de-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <pain> dull aching pain,opd_managed,,,pain_type,dull aching pain,m,,,,,,
47278724-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <pain> sharp or stabbing pain,opd_managed,,,pain_type,sharp or stabbing pain,m,,,,,,
47279af2-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <loc> diffused,opd_managed,,,location,diffused,m,,,,,,
4727af38-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <loc> thoracic,opd_managed,,,location,thoracic,m,,,,,,
4727c36a-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <loc> lumbar,opd_managed,,,location,lumbar,m,,,,,,
4727d756-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <agg by> exertion or exercise,opd_managed,,,aggravated,exertion or exercise,m,,,,,,
4727eb74-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <agg by> lifting weight,opd_managed,,,aggravated,lifting weight,m,,,,,,
4727ffd8-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <agg by> on bending forward,opd_managed,,,aggravated,on bending forward,m,,,,,,
47281400-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <agg by> at night,opd_managed,,,aggravated,at night,m,,,,,,
472828a0-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <agg by> on prolonged standing,opd_managed,,,aggravated,on prolonged standing,m,,,,,,
47283cc8-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <rel by> by applying hot pack,opd_managed,,,relieved,by applying hot pack,m,,,,,,
472850f0-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <rel by> by applying cold pack,opd_managed,,,relieved,by applying cold pack,m,,,,,,
472864d2-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <rel by> while lying supine,opd_managed,,,relieved,while lying supine,m,,,,,,
472878c8-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <onset> gradual onset,opd_managed,,,onset,gradual onset,s,,,,,,
47288c78-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <onset> sudden onset,emergency,,,onset,sudden onset,s,,,,,,
4728a050-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <severity> mild,opd_managed,,,severity,mild,s,,,,,,
4728b41e-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <severity> moderate,opd_managed,,,severity,moderate,s,,,,,,
4728c9b8-a65c-11eb-8d02-1e003a340630,,161891005,Back pain,Back pain <severity> severe,emergency,,,severity,severe,s,,,,,,
4728ddae-a65c-11eb-8d02-1e003a340630,57676002,57676002,Joint pain,Joint pain,opd_managed,,,,,,,,,,,
4728f208-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <since> less than 1 week,worrisome,,,duration_since,less than 1 week,s,,,,,,
472905e0-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <since> 1 week to 4 week,worrisome,,,duration_since,1 week to 4 week,s,,,,,,
472919b8-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <since> 1 month to 6 month,opd_managed,,,duration_since,1 month to 6 month,s,,,,,,
47292d90-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <since> more than 6 month,opd_managed,,,duration_since,more than 6 month,s,,,,,,
47294154-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <severity> mild,opd_managed,,,severity,mild,s,,,,,,
47295536-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <severity> moderate,opd_managed,,,severity,moderate,s,,,,,,
472968fa-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <severity> severe,emergency,,,severity,severe,s,,,,,,
47297d40-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> multiple,worrisome,,,location,multiple,m,,,,,,
47299118-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <char> large joint,opd_managed,,,characteristic,large joint,m,,,,,,
4729a50e-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <char> small joint,worrisome,,,characteristic,small joint,m,,,,,,
4729b8e6-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> upper limbs,opd_managed,,,location,upper limbs,m,,,,,,
4729ccc8-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> upper limbs <loc> finger,opd_managed,,,location,upper limbs,m,location,finger,,,,
4729e082-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> upper limbs <loc> thumb,opd_managed,,,location,upper limbs,m,location,thumb,,,,
4729f45a-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> upper limbs <loc> wrist,opd_managed,,,location,upper limbs,m,location,wrist,,,,
472a08fa-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> upper limbs <loc> elblow,opd_managed,,,location,upper limbs,m,location,elblow,,,,
472a1cdc-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> upper limbs <loc> shoulder,opd_managed,,,location,upper limbs,m,location,shoulder,,,,
472a30aa-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> lower limbs,opd_managed,,,location,lower limbs,m,,,,,,
472a4478-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> lower limbs <loc> hip,opd_managed,,,location,lower limbs,m,location,hip,,,,
472a586e-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> lower limbs <loc> knee,opd_managed,,,location,lower limbs,m,location,knee,,,,
472a6c5a-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> lower limbs <loc> ankle,opd_managed,,,location,lower limbs,m,location,ankle,,,,
472a8032-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <loc> lower limbs <loc> toe,opd_managed,,,location,lower limbs,m,location,toe,,,,
472a941e-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <char> swelling present,worrisome,,,characteristic,swelling present,m,,,,,,
472aa7ec-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <char> tenderness,worrisome,,,characteristic,tenderness,m,,,,,,
472abc78-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <char> pain during movement,worrisome,,,characteristic,pain during movement,m,,,,,,
472ad082-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <char> stiffness,opd_managed,,,characteristic,stiffness,m,,,,,,
472af85a-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <agg by> during rainy or cold weather,opd_managed,,,aggravated,during rainy or cold weather,m,,,,,,
472b0c0a-a65c-11eb-8d02-1e003a340630,,57676002,Joint pain,Joint pain <agg by> in the morning,opd_managed,,,aggravated,in the morning,m,,,,,,
472b1fe2-a65c-11eb-8d02-1e003a340630,10601006,10601006,Pain in lower limb,Pain in lower limb,opd_managed,,,,,,,,,,,
472b339c-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
472b4738-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
472b5b4c-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
472b6f06-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <since> more than 1 month,worrisome,,,duration_since,more than 1 month,s,,,,,,
472b82de-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> diffused,opd_managed,,,location,diffused,s,,,,,,
472b96b6-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised,opd_managed,,,location,localised,s,,,,,,
472baa5c-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> thigh,opd_managed,,,location,localised,m,location,thigh,,,,
472bbe34-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> calf,worrisome,,,location,localised,m,location,calf,,,,
472bd216-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> foot,opd_managed,,,location,localised,m,location,foot,,,,
472be5d0-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> hip,opd_managed,,,location,localised,m,location,hip,,,,
472bf98a-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> knee,opd_managed,,,location,localised,m,location,knee,,,,
472c0d62-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> ankle,opd_managed,,,location,localised,m,location,ankle,,,,
472c2112-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <loc> localised <loc> toe,opd_managed,,,location,localised,m,location,toe,,,,
472c34d6-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <laterality> left,opd_managed,,,laterality,left,s,,,,,,
472c48b8-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <laterality> right,opd_managed,,,laterality,right,s,,,,,,
472c5cb8-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <severity> mild,opd_managed,,,severity,mild,s,,,,,,
472c7090-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <severity> moderate,worrisome,,,severity,moderate,s,,,,,,
472c8454-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <severity> severe,emergency,,,severity,severe,s,,,,,,
472cfb14-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <agg by> by walking,worrisome,,,aggravated,by walking,m,,,,,,
472d229c-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <agg by> during rainy or cold weather,opd_managed,,,aggravated,during rainy or cold weather,m,,,,,,
472d366a-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <agg by> in the morning,opd_managed,,,aggravated,in the morning,m,,,,,,
472d4b3c-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <pain> dull aching pain,opd_managed,,,pain_type,dull aching pain,m,,,,,,
472d5f28-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <pain> crampy pain,opd_managed,,,pain_type,crampy pain,m,,,,,,
472d72d8-a65c-11eb-8d02-1e003a340630,,10601006,Pain in lower limb,Pain in lower limb <pain> burning pain,opd_managed,,,pain_type,burning pain,m,,,,,,
472d9a7e-a65c-11eb-8d02-1e003a340630,102556003,102556003,Pain in upper limb,Pain in upper limb,opd_managed,,,,,,,,,,,
472dae4c-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <since> less than 1 day,worrisome,,,duration_since,less than 1 day,s,,,,,,
472dc1fc-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <since> 1 day to 7 days,worrisome,,,duration_since,1 day to 7 days,s,,,,,,
472dd5c0-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
472de970-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <since> more than 1 month,opd_managed,,,duration_since,more than 1 month,s,,,,,,
472dfd16-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <loc> diffused,opd_managed,,,location,diffused,s,,,,,,
472e10bc-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <loc> localised,opd_managed,,,location,localised,s,,,,,,
472e2494-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <loc> localised <loc> upper arm,opd_managed,,,location,localised,m,location,upper arm,,,,
472e383a-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <loc> localised <loc> forearm,opd_managed,,,location,localised,m,location,forearm,,,,
472e4c08-a65c-11eb-8d02-1e003a340630,,102556003,Pain in upper limb,Pain in upper limb <loc> localised <loc> hand,opd_managed,,,location,localised,m,location,hand,,,,
